11-1011,Chief Executives,"Determine and formulate policies and provide overall direction of companies or private and public sector organizations within guidelines set up by a board of directors or similar governing body. Plan, direct, or coordinate operational activities at the highest level of management with the help of subordinate executives and staff managers."
17-2112,Industrial Engineers,Production Engineer
17-2121,Marine Engineers and Naval Architects,Marine Architect
17-2121,Marine Engineers and Naval Architects,Marine Equipment Engineer
17-2121,Marine Engineers and Naval Architects,Marine Structural Designer
17-2121,Marine Engineers and Naval Architects,Naval Engineer
17-2121,Marine Engineers and Naval Architects,Ships Equipment Engineer
17-2131,Materials Engineers,Automotive Sheet Metal Engineer
17-2131,Materials Engineers,Ceramic Engineer
17-2131,Materials Engineers,Forensic Materials Engineer
17-2131,Materials Engineers,Glass Science Engineer
17-2131,Materials Engineers,Metallographer
17-2131,Materials Engineers,Metallurgical Engineer
17-2131,Materials Engineers,Metallurgist
17-2131,Materials Engineers,Welding Engineer
17-2141,Mechanical Engineers,Auto Research Engineer
17-2141,Mechanical Engineers,Combustion Engineer
17-2141,Mechanical Engineers,Engine Designer
17-2141,Mechanical Engineers,Heating and Cooling Systems Engineer
17-2141,Mechanical Engineers,Tool and Die Engineer
17-2141,Mechanical Engineers,Tool Engineer
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Geophysical Engineer
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Mineral Engineer
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Mining Engineer
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",Seismic Engineer
17-2161,Nuclear Engineers,Atomic Process Engineer
17-2161,Nuclear Engineers,Nuclear Engineer
17-2161,Nuclear Engineers,Nuclear Radiation Engineer
17-2161,Nuclear Engineers,Nuclear Steam Supply System Engineer
17-2161,Nuclear Engineers,Radiation Engineer
17-2161,Nuclear Engineers,Reactor Engineer
17-2161,Nuclear Engineers,Reactor Projects Engineer
17-2171,Petroleum Engineers,Natural Gas Engineer
17-2171,Petroleum Engineers,Oil Drilling Engineer
17-2171,Petroleum Engineers,Oil Exploration Engineer
17-2171,Petroleum Engineers,Oil Well Engineer
17-2171,Petroleum Engineers,Petroleum Engineer
17-2199,"Engineers, All Other",Calibration Engineer
17-2199,"Engineers, All Other",Coastal Engineer
17-2199,"Engineers, All Other",Corrosion Control Engineer
17-2199,"Engineers, All Other",Mathematical Engineer
17-2199,"Engineers, All Other",Mechatronics Engineer
17-2199,"Engineers, All Other",Metrologist
17-2199,"Engineers, All Other",Ocean Engineer
17-2199,"Engineers, All Other",Optical Engineer
17-2199,"Engineers, All Other",Ordnance Engineer
17-2199,"Engineers, All Other",Photonics Engineer
17-2199,"Engineers, All Other",Salvage Engineer
17-3011,Architectural and Civil Drafters,Architectural Drafter
17-3011,Architectural and Civil Drafters,Building Drafter
17-3011,Architectural and Civil Drafters,Civil Computer-Aided Design and Drafting Technician
17-3011,Architectural and Civil Drafters,Civil Drafter
17-3011,Architectural and Civil Drafters,Structural Drafter
17-3012,Electrical and Electronics Drafters,Circuit Board Drafter
17-3012,Electrical and Electronics Drafters,Electrical Computer Aided Design and Drafting Technician
17-3012,Electrical and Electronics Drafters,Electrical Drafter
17-3012,Electrical and Electronics Drafters,Electrical Systems Drafter
17-3012,Electrical and Electronics Drafters,Electronic Drafter
17-3012,Electrical and Electronics Drafters,Printed Circuit Board Drafter
17-3013,Mechanical Drafters,Aeronautical Drafter
17-3013,Mechanical Drafters,Automotive Design Drafter
17-3013,Mechanical Drafters,Die Designer
17-3013,Mechanical Drafters,Gage Designer
17-3013,Mechanical Drafters,Mechanical Design Drafter
17-3013,Mechanical Drafters,Tool and Die Designer
17-3013,Mechanical Drafters,Tool Designer
17-3019,"Drafters, All Other",Blueprint Tracer
17-3019,"Drafters, All Other",Drafting Layout Worker
17-3019,"Drafters, All Other",Draughtsman
17-3019,"Drafters, All Other",Geological Drafter
17-3019,"Drafters, All Other",Marine Drafter
17-3021,Aerospace Engineering and Operations Technologists and Technicians,Aerospace Engineering and Operations Technologist
17-3021,Aerospace Engineering and Operations Technologists and Technicians,Altitude Chamber Technician
17-3021,Aerospace Engineering and Operations Technologists and Technicians,Flight Data Technician
17-3021,Aerospace Engineering and Operations Technologists and Technicians,Wind Tunnel Technician
17-3022,Civil Engineering Technologists and Technicians,Civil Engineering Technician
17-3022,Civil Engineering Technologists and Technicians,Civil Engineering Technologist
17-3022,Civil Engineering Technologists and Technicians,Concrete Engineering Technician
17-3022,Civil Engineering Technologists and Technicians,Geotechnical Engineering Technician
17-3022,Civil Engineering Technologists and Technicians,Highway Engineering Technician
17-3022,Civil Engineering Technologists and Technicians,Structural Engineering Technician
17-3022,Civil Engineering Technologists and Technicians,Transportation Engineering Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Electrical and Electronic Engineering Technologist
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Electrical Design Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Electrical Engineering Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Electrical Power Station Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Electronic Instrument Testing Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Lighting Engineering Technician
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Programmable Logic Controller Programmer
17-3023,Electrical and Electronic Engineering Technologists and Technicians,Semiconductor Development Technician
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Electo-Mechanical and Mechatronics Technologist
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Mechatronics Technician
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Remotely Piloted Vehicle Engineering Technician
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Robotics Testing Technician
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Unmanned Aerial Vehicle Operator
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,Unmanned Air Systems Operator
17-3025,Environmental Engineering Technologists and Technicians,Air Analysis Engineering Technician
17-3025,Environmental Engineering Technologists and Technicians,Environmental Engineering Technologist
17-3025,Environmental Engineering Technologists and Technicians,Environmental Remediation Engineering Technician
17-3025,Environmental Engineering Technologists and Technicians,Environmental Technician
17-3025,Environmental Engineering Technologists and Technicians,Pollution Control Engineering Technician
17-3026,Industrial Engineering Technologists and Technicians,Industrial Engineering Technician
17-3026,Industrial Engineering Technologists and Technicians,Industrial Engineering Technologist
17-3026,Industrial Engineering Technologists and Technicians,Motion Study Technician
17-3026,Industrial Engineering Technologists and Technicians,Production Control Technologist
17-3026,Industrial Engineering Technologists and Technicians,Time Study Technician
17-3026,Industrial Engineering Technologists and Technicians,Time Study Technologist
17-3027,Mechanical Engineering Technologists and Technicians,Gyroscopic Engineering Technician
17-3027,Mechanical Engineering Technologists and Technicians,Heat Transfer Technician
17-3027,Mechanical Engineering Technologists and Technicians,Hydraulic Technician
17-3027,Mechanical Engineering Technologists and Technicians,Mechanical Engineering Technician
17-3027,Mechanical Engineering Technologists and Technicians,Mechanical Engineering Technologist
17-3027,Mechanical Engineering Technologists and Technicians,Optomechanical Technician
17-3028,Calibration Technologists and Technicians,Calibration Technician
17-3028,Calibration Technologists and Technicians,Calibration Technologist
17-3028,Calibration Technologists and Technicians,Hydrometer Calibrator
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Agricultural Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Agricultural Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Biomedical Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Biomedical Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Chemical Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Chemical Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Marine Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Marine Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Materials Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Materials Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Metallurgical Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Metallurgical Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Non-Destructive Testing Specialist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Nuclear Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Nuclear Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Optical Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Optical Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Ordnance Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Ordnance Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Radar Technicians
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Salvage Engineering Technician
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Salvage Engineering Technologist
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",Sonar Technicians
17-3031,Surveying and Mapping Technicians,Cartographic Aide
17-3031,Surveying and Mapping Technicians,Cartographic Technician
17-3031,Surveying and Mapping Technicians,Field Map Technician
17-3031,Surveying and Mapping Technicians,Geophysical Prospecting Surveying Technician
17-3031,Surveying and Mapping Technicians,GIS Mapping Technician
17-3031,Surveying and Mapping Technicians,Mapping Technician
17-3031,Surveying and Mapping Technicians,Mineral Surveying Technician
17-3031,Surveying and Mapping Technicians,Surveying Technician
17-3031,Surveying and Mapping Technicians,Topography Technician
19-1011,Animal Scientists,Animal Geneticist
19-1011,Animal Scientists,Animal Nutritionist
19-1011,Animal Scientists,Beef Cattle Nutritionist
19-1011,Animal Scientists,Dairy Scientist
19-1011,Animal Scientists,Poultry Scientist
19-1011,Animal Scientists,Swine Genetics Researcher
19-1012,Food Scientists and Technologists,Dairy Bacteriologist
19-1012,Food Scientists and Technologists,Enologist
19-1012,Food Scientists and Technologists,Food Preservation Scientist
19-1012,Food Scientists and Technologists,Food Processing Scientist
